company_name,request_url,request_company_url,location,tags,founding_date,founders,urls,emails,phones,description_short,description
Surya Utama Nuansa (SUN),https://e27.co/startup/suryautamanuansa,http://www.lifewithsun.com,Indonesia,"Agritech,Architecture & Construction,Enterprise Solution,Consumer,E-commerce,Energy,Healthtech,Manufacturing,Real Estate,Retail,Smart Cities,Information & Communications Technology",August 2016,"Melodie Lee,Dian Renggani","http://www.twitter.com/gowithSUN,http://www.facebook.com/gowithSUN,https://www.linkedin.com/company/surya-utama-nuansa-sun-/",,,"One of the leading startup renewable energy companies in Indonesia. Current focus on providing solar-based products and services across 3 market segments: residential, industrial and government.","Surya Utama Nuansa (SUN)'s vision is to make clean and renewable energy accessible to all and inspire energy-efficient behavior. Established on 25 Aug 2016, SUN has been improving our energy solutions, services and products to give the best to our customers.SUN creates tailored solutions for each customer based on their needs and situation, using the most advanced and innovative technologies such as solar window, solar blinds, energy metering system, and smart home products. SUN's products carry a long warranty period, which decreases the need for maintenance costs. SUN is inviting capable and experienced Solar EPC players to join us in delivering large-scale, sophisticated projects such as the Indonesia 100 Smart Cities program among many others.Apart from SUN's commercial activities, SUN creates positive impact through renewable energy with 365withSUN (#365withSUN), an ongoing social campaign to encourage people to care for others, increase awareness of the electrification rate through renewable energy, and also plays an important role to stimulate economic growth, health care and education.365withSUN has three main pillars; SUN Berbagi (incorporating CSR program with this campaign), SUN Ambassador (utilising one’s authority and networking to raise the awareness), SUN Patriot (contributing oneself to the cause).Projects: YouTube @gowithSUNPT. Kuansing Inti Makmur — Pusat Pertanian Terpadu, Muara Bungo (300Wp Hybrid Solar Water Pump, completed)PT. Berau Coal — CSR Komunitas Adat Terpencil (12,000Wp Off-Grid Solar Energy Solution, completed)PT. Berau Coal — Hauling Road (4,800Wp, completed)PT. Borneo Indo Bara — Mining Area (6x100Wp, completed)PT. SMART Tbk. — Plantation (40,000Wp Hybrid Solar Water Pump, on-going)PT. Berau Coal — Head Office (80,000Wp On-Grid Solar Energy Solution, on-going)PT. Berau Coal — Mining Area (30x330Wp Off-Grid Solar Street Light, on-going)PT. Sinarmas Forestry — Riau Region (30,540Wp Off-Grid Security Post, on-going)"
checkintonight,https://e27.co/startup/checkintonight,http://www.checkintonight.asia/,Cambodia,"E-commerce,Mobile,Software as a Service,Travel",August 2012,,"http://www.twitter.com/checkintonight,https://www.facebook.com/CheckInTonightAsia/info,http://www.linkedin.com/company/checkintonight-asia",,,"CheckInTonight.asia is the easiest and simplest way to book a last minute hotel in Asia, up to 70% off hotels for each location, launched at 11am everyday until Midnight !","CheckInTonight.asia is Asia's first exclusively mobile booking system for same day accommodation. It has been built by Asia-experienced hotel and travel experts for modern and independent travelers who don't want to compromise on style and who appreciate a great deal. Travelers  are able to stay in stylish high-end hotels with up to 70% off the standard rates in their personally selected quality hotels.So whether a budget-conscious business traveler on a last-minute trip, a resident on a shopping day out of town, or if you just want to spontaneously celebrate that special moment – CheckInTonight.asia  is the perfect travel companion for you.Access their mobile booking system from your smart phone or tablet at www.checkintonight.asiaCheckInTonight.asia was created in August 2012 to provide Asia's first mobile booking system of same-day hotel rooms. To travelers, they offer incredible convenience and amazing value for quality hotel stays.For hotels, they are a marketplace to fill last-minute rooms that could otherwise remain empty.All hotels listed on CheckInTonight.asia are handpicked and vetted by their experienced team before they are listed so travelers can book with confidence."
WebPhantoms,https://e27.co/startup/webphantoms,https://www.webphantoms.com,India,Advertising,December 2016,"mayanka bhayana,Himank Jain","http://www.twitter.com/WPhantoms,https://www.facebook.com/webfantoms/,https://in.linkedin.com/company/webphantoms",,,WebPhantoms is a web analytics & SEO consulting Partner in New Delhi. The team is headed by IIM Alumni ( top B-schools) Himank jain.,"Its the fastest growing SEO Company in New Delhi because of its ability to bifercate the data so efficently and hence give calculated result. The company has 2 motives for growth one is Honesty and other is dedication. In order to help client make a success, Webphantoms goes an extra mile for them in the same cost and is quite flexible with the rates and the timings. One of the best thing the company offers is the ability to give out a better reporting to the client, more better the client understands the reporting the more accessible is for him to move forward with a plan."
PortfolioQuest,https://e27.co/startup/portfolioquest,http://www.fintalent.com/,Singapore,"Education,Finance",January 2015,"Michelle Katics,Kurt Gingher,Oon Kuan Ko","http://www.twitter.com/FinTalent,https://www.facebook.com/fintalent,https://www.linkedin.com/company/portfolioquest",,,PortfolioQuest is a SaaS gamified simulation training platform designed for bankers of the future.,"Transform your bank to prepare for the digital world and future-proof your enterprise through gamification. Learn and acquire skills in portfolio management, Fintech, compliance, and AML.In our FinTalent edition, practice managing virtual consumer lending portfolios while learning how FinTech innovations impact and enable each business decision. In our virtual lending world, practice balancing risk vs. reward and interpret portfolio data.Participate in regional competitions and test your skills. We launched the first Nationwide Fintalent competition of its kind in Singapore in 2017. We are now launching an Anti Money Laundering Simulation.Increase engagement, identify and nurture talent in the digital future.Innovate with Fintech today."
Penpower,https://e27.co/startup/penpower,http://www.thepenpower.com/,India,Media,,,,,,Penpower is India's first online market place for stories.,"Penpower is India's first online market place for stories.With our current stressful lives, every individual, young or old wants to leave a legacy behind.The harrowing corporate culture, corruption, poverty, insurgency, natural disasters have created a large amount of frustration: everyone has a story to share. There is a large amount of data being generated every second that never reaches its rightful destination. What if we were to tell you that all your problems are about to get solved?Do you like to write articles, stories, poems, scripts, paint or shoot with your camera? Do you want to be an author? If you like your pen then we are the place to take your pen to places. Thepenpower.com is India’s first online market place for buyers and suppliers of stories. Do you have a story, just about any story to share? Just post it on thepenpower.com."
Mytrux Infotech Pvt. Ltd.,https://e27.co/startup/mytrux-infotech-pvt-ltd,https://www.mytrux.com,India,,,Mytrux Info-tech,,,,"One place to manage many trucks and loads, Now post loads and trucks in just one click install our app",
Randevoo.com  ,https://e27.co/startup/randevoo-com,https://randevoo.com/web/,Indonesia,"Mobile,Enterprise Solution,Software as a Service",,,"http://www.twitter.com/RandevooSAM,https://www.facebook.com/RandevooSAM,https://www.linkedin.com/company/randevoo-com",info@randevoo.com.Randevoo.com,,Randevoo.com is a simplified CRM that focuses on tracking and managing sales person's activities. It is designed to have minimum input/entry for maximum impact for decision making process.,"Randevoo is a business unit of PT. Mimotek Indonesia that specializes in delivering Sales Activity Monitoring System on the cloud.Randevoo is available on-hosted environment as well as private environment for bigger users size. For more information can email to info@randevoo.com.Randevoo.com is a concise CRM application that is focusing only on the sales process and its activities. The user can track from lead generation process to all the activities and project/opportunity management easily and intuitively. It is designed as a hybrid SaaS (Online) and On-Premise models with user experience as the top priority.Randevoo.com was created because the founders was frustrated by typical CRMs, Enterprise-grade and Open Source alike, that have too many features that the users find it exhausting and costly just to adapt."
Gradopedia ,https://e27.co/startup/gradopedia,http://gradopedia.com/,India,"E-commerce,Education,Information & Communications Technology",,,"http://www.twitter.com/Gradopedia,https://www.facebook.com/gradopedia",,,Gradopedia is a Content for Career Discovery. Gradopedia helps you know more about your future career options and make an informed choice!,"Gradopedia gives graduates a real perspective into their future career options, and helps them align their interests to pick the most suited option. This allows an informed choice by communicating the day-to-day working of each career profile..Psychometric TestFind your interests and Discover what comes naturally to you!Videos & ArticlesWatch Professionals talk about the day-to-day working of each ProfileQuizzes & Case StudiesTest yourself on some Technical questions across each profile"
Admission Table,https://e27.co/startup/admission-table,http://www.admissiontable.com/,India,"Education,Mobile",,,,,,"Imagine a single place for everything to study overseas: university shortlisting, admission counseling, scholarships and financing, and tutoring","Imagine a single place for everything to study overseas: university shortlisting, admission counseling, scholarships and financing, and tutoring for SAT/GRE/GMAT/TOEFL/IELTS. All on your mobile. In real-time.That's Admission Table.Imagine a single place for everything to study overseas: university shortlisting, admission counseling, scholarships and financing, and tutoring for SAT/GRE/GMAT/TOEFL/IELTS. All on your mobile. In real-time.That's Admission Table."
Gobbler Pro,https://e27.co/startup/gobbler-pro,http://www.gobblerpro.com/,India,,September 2018,Gobbler Pro,"http://www.twitter.com/Gobblerpro,https://www.facebook.com/GobblerP/,https://www.linkedin.com/company/gobblerp/",,,Gobbler Pro has been introduced keeping in the vision of making India litter free and clean in a smart way. Gobbler Pro is highly innovative vacuum based litter picker,"Gobbler Pro has been introduced keeping in the vision of making India litter free and clean in a smart way. Gobbler Pro is highly innovative vacuum based litter picker and can be used for at any surfaces and platforms like municipal and industrial areas, hospital, universities and many more."
ZiPi,https://e27.co/startup/zipi,http://www.zipiapp.in,India,"Consumer,E-commerce,Mobile",October 2015,Varun Singh Bothiyal,"http://www.twitter.com/zipiapp,https://www.facebook.com/zipiapp.in,https://www.linkedin.com/company/zipiapp",,,"ZiPi is an app aggregating apps for daily needs. Book Ola or Uber, Search restaurant, Read news, Book a hotel, Dish recommendation, Doctor's appointment, Online shopping, Coupon search and more.","Today, there is an app for everything. We have uber, ola, meru, etc for taxi booking; 99acres, commonfloor, housing, etc for flat search; foodpanda, tinyowl, swiggy, etc for food ordering; flipkart, amazon, shopclues, etc for online shopping, and many more apps like this. Amidst this ocean of apps, we waste lots of time in switching from one app to another. Why not we have a single-app for everything?ZiPi is your one-stop application for everything. Taxi booking, Flight search, Hotel recommendation, Online shopping, Dish search, News updates, Hiring of professionals and much more, ZiPi assists one with smart-search and chat-based assistance. App is available on Android and iOS stores.With ZiPi you save time that you would have otherwise wasted in jumping between various apps. Not only time, you also save money with features like ‘MyCard’ - where you can become part of money saver loyalty programs; and ‘Offers’ for exciting deals run by their partners across all domains both online and in your locality."
SOFIS,https://e27.co/startup/sofis,http://www.sofis.id,Indonesia,,,Sendra Wong,,,,"We are Company P2P, we connecting Lender and Borrower. Basically we're platform and helping Unbankable people. Thanks",
Medigo,https://e27.co/startup/medigo,https://medigo.id/,Indonesia,Healthtech,,,https://www.facebook.com/medigoid/,,,Medigo has a mission to encourage the growth of a better ecosystem of health services through digital technology.,Medigo has a mission to encourage the growth of a better ecosystem of health services through digital technology.We believe that digital technology can bridge various fundamental problems in the Indonesian health industry. Medigo positions itself as a partner for hospitals and clinics in optimizing health services for patients.
88Games,https://e27.co/startup/88games,http://www.8g8.asia/,Thailand,"Gaming,Mobile,Social Enterprise",,,,,,88Games is SEA's first full-service game localization studio enabling the world’s leading social game developers fully engage & monetize the region.,"88Games is SEA's first full-service game localization studio enabling the world’s leading social game developers fully engage & monetize the region.A highly experienced team of game localization professionals in the heart of Southeast Asia, delivering a suite of solutions to enable social game developers effectively engage the world’s fastest growing gaming region.88Games | Localize. Engage. Monetize."
Zpixel Pte Ltd,https://e27.co/startup/zpixel-pte-ltd,http://zpixel.com/,Singapore,,,,,,,Outstanding designs and delivering it on time with uncompromising customer service and support – that is what defines us.,
Accubits Invent,https://e27.co/startup/accubits-invent,http://www.accubits.com/,India,"Design ,Mobile,Software as a Service,Agency & Consulting",,,"http://www.twitter.com/accubits,https://www.facebook.com/accubits,https://www.linkedin.com/company/accubits",,,"Accubits Invent integrates technologies and design into people-centric solutions, based on fundamental customer insights.","Accubits Invent integrates technologies and design into people-centric solutions, based on fundamental customer insights.Their team of highly skilled professionals have hands on experience in several advanced technologies like Big data acquisition and analysis tools, and Crawler development. Their company does web 2.0 application development and have supported their clients in fields from social networking to Hosters panel services. They are pioneers in developing customized mobile applications on various platforms like android, BlackBerry, Symbian and iPhone OS. Accubits has professionals who can design and develop compilers and interpreters as per the customer’s requirement. Cross Platform software development is their forte and they can make softwares that will work efficiently independent of the platform on which it is run. They make use of cloud computing services thereby making their services cost-effect and scalable. They provide Bulk SMSing and SMS marketing solutions for companies. Bulk messaging is commonly used for alerts, reminders, marketing and communication between both staff and customers. SMS marketing is one of the major mobile marketing techniques that has taken the world by storm at present. They are competent in search engine development as well.At Accubits Invent, they believe great brands have great & robust technology solutions to back them. Accubits Invent services arm was created with the purpose of helping individuals and decision makers to build great brands and organisations backed by powerful and robust technology. They can help organisations all along its lifecycle, no matter if your organisation requires a basic mobile application or a sophisticated Big data system which is capable of analyzing all your business data and come up with the next big product or service idea to take your organisation to the next level."
FundPark,https://e27.co/startup/fundpark,https://www.fundpark.com/,Hong Kong,Finance,,,,,,FundPark is a FinTech platform focusing on P2B trade finance.,"FundPark is a FinTech platform focusing on P2B trade finance.With FundPark, businesses do not have to worry about funding hence can focus more on their own business growth, research & development, internal operations etc. so their businesses can thrive."
"Wonderlust, Inc.",https://e27.co/startup/wonderlust-inc,http://www.wonderlust.co.kr,South Korea,"Advertising,Consumer",March 2015,Sean Jong,,,,We make mobile ads platform that makes everybody happy.,"As the golden era of mobile is in its full bloom, many suffer from mobile visual pollution - unsolicited mobile ads.Users spend their own smart phones, own batteries and own time only to be irritated by indiscriminate mobile advertising - advertisers see no effect, viewers annoyed.Wonderlust, Inc. has been founded by three college alumni for  a better,  clean and fair mobile advertising market.Sean, Founder and CEO, has studied psychology and marketing and has been always on the lookout for less intrusive and more fair advertising solutions.James earned his Doctorate degree in computer science and engineering specialized in image processing.Andrew, who is a known ""computer prodigy"" in Yonsei University in Seoul, Korea, has expertise in mobile security.PickWon, a mobile curating application shows two different still ads when a user turns off her screen, hence no interruptions at all.User then ""picks"" one more interesting ad of the two, then gets monetary reward instantly.We make 25 million smart phones in Korea a private billboard.That is, you see only ads that are helpful and even get paid $40 a month.This method secures high focus level on the ad and gives the viewer no hassle but compensation for lending her ""billboard."""
Adaptive Home Automation,https://e27.co/startup/adaptive-home-automation,https://www.facebook.com/Adaptive-Home-Automation-1766371587025230/?ref=bookmarks,Thailand,"Smart Cities,Agency & Consulting",May 2014,Peter Lemke,"https://www.facebook.com/peter.lemke1,https://de.linkedin.com/in/peter-lemke-18105a14",,,Development of a home automation system granting its users automatically individual access rights to its devices based on facial recognition AND person tracking.,"While suppliers of common home automation systems just start to integrate at least facial recognition in their solutions, Adaptive Home Automation goes one step further. The system’s ability also to recognize the position of its users inside the house makes it possible to grant individual access rights to every device and for every user. Your cleaning lady surely requires different access rights than your children. Your spouse requires different access rights than the gardener. Adaptive Home Automation makes it possible to manage all these access rights and to serve each user in just the way he deserves it. If the system is able to recognize you and your current position it becomes all of a sudden really automated because all this annoying but unfortunately necessary interaction between you and your system disappears.As a side effect people who are not recognized by the system –burglars for example – don’t have a chance to use any of the home’s devices. No door, no locker, no drawer, not even a single water tap can be used without granted access rights. That makes the system the most secure home automation solution.It is not the substitution of a key but the reinvention of the way we get access to our homes. A real keyless home with an intelligent and invisible fence to protect the things we love."
InsureVite Pte Ltd,https://e27.co/startup/insurevite,http://insurevite.com,Singapore,"Artificial Intelligence,Big Data,Enterprise Solution,Finance,Information & Communications Technology,Insurtech,Mobile,Platform,Smart Cities,Software as a Service",September 2017,"David Yeng,Batbayar Ragchaa","http://www.twitter.com/insurevite,https://www.facebook.com/insurevite/,https://www.linkedin.com/company/13443028/",,,A cloud-based omni-channel platform that transforms the way traditional insurance business is done,"Traditionally, whenever customers want insurance, they go through human agents (or brokers). At the turn of the century, customers have the option to buy through websites. More recently, customers can buy through smartphones. However, many headaches still persists. Chief of those are:1) Insurers's side:a) High cost ratiob) Legacy systemsc) Low customer retention & high acquisition costs2) Customers' sidea) Hassle of filing claimsb) Poor customer servicec) Lack of meaningful engagementsWe believe InsureVite can solve these issues. Using an omni-channel platform, we help insurers create meaningful interactions with their customers through channels most popular among customers, lowering acquisition costs.Our backend engines enable Robotic Process Automation, lowering operational costs and removing the hassle of filing claims.Our intuitive Neural Chatbot help engage customers even AFTER sales, creating synergies and increasing customer retention."
Xploree,https://e27.co/startup/xploree,http://www.xploree.com/,India,Software as a Service,,,"https://www.facebook.com/Xploree,https://www.linkedin.com/company/xploree",,,"Xploree makes search and discovery on your mobile more delightful, relevant, faster and simpler.","Xploree makes search and discovery on your mobile more delightful, relevant, faster and simpler.Ever encountered a situation where you get something unexpected? In fact, don’t we just love it when we get something more than expected? Lo and behold! The next generation of mobile discovery is here. Xploree springs a surprise for its users by offering them great offers, discounts, and content and creating delightful experiences like never before.It is rightly said that future belongs to those who stay a step ahead of the crowd and it is time to join the bandwagon with Xploree, the first user-initiated discovery platform for mobile devices."
Oye Captain,https://e27.co/startup/oye-captain,https://www.oyecaptain.com/,India,,April 1991,Oye Captain,,,,Oye Captain is a one of a kind fantasy sports platform for Indian customers. We aim to provide our customers the best experience in online fantasy sports possible. Fantasy Cricket .,"Welcome to OyeCaptain.com, India's finest fantasy sports skill gaming platform.Oye Captain is all about letting you create and own your team within a budget of 100 credits. Players from your team earn points based on their real life performance on the field.If you think you can pick a better team than the professionals, prove it! Use your cricket knowledge and strategy to select players from the teams playing today, or throughout a tournament. You can change your selections at any time before the match begins.Remember, this is a game of skill, and you will need to think really hard before selecting your team! Best of luck!"
Civimi,https://e27.co/startup/civimi,http://www.civimi.com/beta/,Indonesia,"Enterprise Solution,Software as a Service,Information & Communications Technology",,,"http://www.twitter.com/civimi,http://www.facebook.com/civimi,https://www.linkedin.com/company/civimi",,,"Civimi helps you create free online resume and portfolio with unlimited storage of your works (i.e. images, photos, web, videos, articles, documents, essays, thesis, etc).","Civimi helps you create free online resume and portfolio with unlimited storage of your works (i.e. images, photos, web, videos, articles, documents, essays, thesis, etc).They simply just want to help showcasing your skills, knowledge, and experience to the world. We realize that many great and smart individuals are unable to demonstrate and show their true abilities to potential people (i.e. employers, clients, headhunters, etc) which otherwise may have taken them to their dreams.Their FREE online resume / CV, and portfolio are suitable for everybody from students, new graduates, professionals, self-employed individual / freelancer in photography, video, creative design (graphics, UI/ UX, web, & mobile), and writing. By displaying your experience, talents, and abilities professionally through Civimi; you are now globally accessible which opens many new doors of opportunities for your success."
Surfshark,https://e27.co/startup/surfshark,https://surfshark.com,British Virgin Islands,Information & Communications Technology,February 2018,,"http://www.twitter.com/surfsharksecure,https://www.facebook.com/SurfsharkPrivacy/",,,"Surfshark provides a state-of-the-art VPN service that includes first-class, private and secure access to the internet for individuals who are privacy-minded.","Surfshark is committed to providing unlimited bandwidth, reliable 24/7 customer service and a fast, seamless connection to the internet by using a collection of over 500 servers that are located throughout 50+ different countries. A user can quickly hop on the web in a private and secure fashion when using a Windows, Android, iOS and macOS X apps. You can also secure your connection by utilizing a Firefox or Chrome browser extensions that were audited by Cure53, an independent audit company. A strict no logs policy sets Surfshark apart from its competitors as it is committed to providing the most secure and private browsing experience that's possible."
AVADO,https://e27.co/startup/avado,http://www.avadolearning.com/,Singapore,Education,,,"http://www.twitter.com/AvadoLearning,http://facebook.com/avadolearning",,,"AVADO creates learning that transforms people, companies, even industries.","AVADO creates learning that transforms people, companies, even industries.Focusing on data-driven learning that creates real results, AVADO partners with disruptive industry brands such as Google and leading accrediting bodies such as CIPD to deliver learning platforms, training solutions and professional qualifications to thousands of individuals and companies every year.Founded by tech entrepreneurs and rooted in education, AVADO has become the category leader for digital transformation and digital leadership training. They run online courses and immersive workshops that help leaders and their employees to understand the digital world, and to equip themselves with the confidence and toolkit to succeed.AVADO has more than 250 staff in offices in Singapore, London and New York and a global network of subject matter experts in 50+ countries."
S3co.vn,https://e27.co/startup/s3co-vn,http://s3co.vn/,Vietnam,"Enterprise Solution,Software as a Service",,,https://www.facebook.com/s3co.vn,,,S3co.vn is a web-based point of sale and inventory management solution for small- and medium-sized retail stores.,"S3co.vn is a web-based point of sale and inventory management solution for small- and medium-sized retail stores.They only focus on building The Simple Solution to manage sales, inventory management software with S3. No download, no installation, use and extremely easy to manipulate. Www.s3co.vn"
Feelance Co,https://e27.co/startup/feelance-co-1,http://www.feelance.co,India,"Finance,Agency & Consulting,Legal",January 2016,Subir Mitra,,,,Feelance Co. is an online platform for Independent Consultants and Consulting Firms to get discovered by clients across the globe. The platform currently has consultants across 20+ Industry functions.,
Speaking Roses,https://e27.co/startup/speaking-roses,http://www.speakingroses.com/,United States of America,,May 2009,Alan Farrell,"http://www.twitter.com/speakingroses,https://www.facebook.com/SpeakingRoses/,https://www.linkedin.com/company/speaking-roses-international",,,"Speaking Roses is a company who gives the opportunity to produce, sell and distribute the pretend product in your area.",Speaking Roses has been received the international award at the recognition 2005 in international Horti Fair Floral show in Holland.
Technoheaven Consultancy,https://e27.co/startup/technoheaven-consultancy,https://www.technoheaven.com,India,,,Martin Besos,,,,Techno Heaven Consultancy is a leading travel technology partner who delivers innovative technology solutions for travel industry. Our comprehensive software products empowering worldwide travel busin,
Yulop,https://e27.co/startup/yulop,http://www.yulop.com/,India,"Big Data,Mobile,Agency & Consulting,Information & Communications Technology",May 2007,,"http://www.twitter.com/YulopIndia,https://www.facebook.com/yulopwebsense,http://www.linkedin.com/company/yulop-websense-solutions-pvt-ltd?trk=hb_tab_compy_id_2781570",,,"Yulop (pronounced: you loop), a privately held company, based out of Bangalore, India, creates India-specific portal websites. ","Yulop (pronounced: you loop), a privately held company, based out of Bangalore, India, creates India-specific portal websites. Yulop started with the basic idea of involving more people to build a platform which could enrich the living experience of the society.Yulop is a Technology Services and geo-coded content company based out of Bangalore, India.They specialized in customized Customer Engagement solutions for medium to large companies. They also develop customized business locators for reaching out to customers. They develop and deliver total solutions in both web and mobile for business customers.They focus on developing and delivering end-to-end solutions to their customers. They understand each customer need and customize solutions to meet exactly their needs.They not only keep their cost and environmental impact to a minimum, they also help their customers to achieve the same by leveraging internet and mobile technologies.They always strive to improve upon on what they do and are committed to delivering the best products and services to their customers."
Go Extreme,https://e27.co/startup/go-extreme,http://www.goextreme.io,Hong Kong,,July 2018,,"http://www.twitter.com/GoExtremeGaming,https://www.facebook.com/goextreme.io,https://www.linkedin.com/company/go-extreme/",,,Gaming Inspires,"Go Extreme endeavors to develop, operate, and promote online strategy mobile games. Our experienced development team craft real-life experiencing strategy games by utilizing big data and state-of-the-art internet technology; inspiring players' interests upon relevant domain knowledge and news."
NoteBoy,https://e27.co/startup/noteboy,http://m.noteboy.in/,India,Education,,,https://www.linkedin.com/company/noteboy,,,NoteBoy is an online platform facilitating instant communication between student and lecturer.,"NoteBoy is an online platform facilitating instant communication between student and lecturer.NoteBoy is a revolutionary company that aims to ease the lives of college students by providing them with high quality study content for examinations. We also provide students with a placements dashboard with the help of which, they can apply to multiple organizations quickly, from the comfort of their home."
Aplectrum Solutions Ltd,https://e27.co/startup/aplectrum-solutions-ltd,http://www.aplectrum.com,Bangladesh,,,Monjurul Alam Mamun,"http://www.twitter.com/AplectrumSolLtd,https://www.facebook.com/aplectrumsolutionsltd/,https://www.linkedin.com/company/13234371/",,,"We see continuous innovation, excellence and smart engineering as a success for our client projects. We focus on solving customer problems. We are highly passionate about whatever we do.","We see continuous innovation, excellence and smart engineering as a success for our client projects. We want to build a strong relationship with clients adding significant value to their products through our strong domain and technical expertise. Our core values are:Love the Work: We are passionate about the technology and we strive for excellence. There is joy in solving the intricate problems.Be a Doer: We focus on great results. We stick with it when things get hard. We identify the problem and focus on the solution. We are tenacious.Support the Team: We collaborate well, and respect one another. We come with no-ego. We don't finger-point.Focus on the Customer: Our client is part of the team; we put ourselves in their shoes. We are curious about their business.Embrace Positivity: We seek first to understand, then to be understood. We are kind. We assume positive intent. We encourage healthy conflict resolution.Always Learning: We bring new ideas to the company. We take calculated risks and try new things. We keep up to date on the industry and add new skills to our tool belts. We do not get stuck on - this is how it has always been."
PT Harapan Inti Selaras,https://e27.co/startup/pt-harapan-inti-selaras,http://www.m-saku.me/,Indonesia,"E-commerce,Finance,Mobile",August 2011,,"http://www.twitter.com/msakuApp,https://www.facebook.com/msakuApp,https://www.linkedin.com/company/m-saku",,,They provide payment solution for merchants to have mobile commerce which currently exclusive for VISA Credit Cards holders.,"They provide payment solution for merchants to have mobile commerce which currently exclusive for VISA Credit Cards holders.The concept of m-saku is remote payment that is why all of merchant in their application need to have their own delivery services. m-saku is created for VISA Cardholders to ensure optimum shopping experience by making m-saku application user-friendly, convenient, and secure. As more and more merchants are coming in, m-saku will not only become the new way to shop but also become the preferred mobile application for mobile payment in Indonesia."
VIETRIP,https://e27.co/startup/vietrip,https://canhodulich.com,Vietnam,Travel,August 2014,canhodulich Villa Cho thuê du lịch ,"https://www.facebook.com/canhodulich,https://www.linkedin.com/in/canhodulich-villa-cho-thu%C3%AA-du-l%E1%BB%8Bch-0736117a/",,8428710602,VIETRIP TRAVEL focus the segment Villas and Apartment/ Condotel to sell hotelier in Vietname,"The Canhodulich ( https://canhodulich.com) is  reservation booking online for segment Villas, Condotel, apartment, or House for hotelier in Vietnam. Today, Canhodulich  is number one booking Villas in Vietnam .Can you see that is web https://canhodulich.comContact  : 842871060258"
Kaligo.com,https://e27.co/startup/kaligo-com,http://www.kaligo.com,Singapore,"E-commerce,Transportation,Travel,Information & Communications Technology",,Eleanor Worham,"http://www.twitter.com/kaligohotels,https://www.facebook.com/kaligohotels,https://www.linkedin.com/company/3756360?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A4326177491447725115552%2CVSRPtargetId%3A3756360%2CVSRPcmpt%3Aprimary",,,Kaligo.com is a leading global hotel booking platform that rewards customers with incredible miles & points across a wide range of favourite loyalty programs.,"Kaligo.com is a leading global hotel booking platform that rewards customers with incredible miles & points across a wide range of favourite loyalty programs.Launched in 2014, Kaligo offers great rates and a large selection of 365,000 properties across more than 200 countries. Customers can now finally be rewarded generously for all their hotel stays, and they choose them as their single stop for booking hotels whether it’s for business or leisure.From their inception, Kaligo has been synonymous with incredible value, beautiful design and 1:1 personalization.Kaligo is operated by Kaligo Private Limited, incorporated in Singapore and registered with the Accounting and Corporate Regulatory Authority of Singapore."
myPetaHost,https://e27.co/startup/mypetahost,http://mypetahost.com/,Thailand,Internet of Things,,,https://www.facebook.com/1asiamarketing,,,"Scalable, distributed over many data centers computing network, able to provide extra-cheap services like compute nodes, cloud storage and CDN (content delivery, both realtime tv and web)","Scalable, distributed over many data centers computing network, able to provide extra-cheap services like compute nodes, cloud storage and CDN (content delivery, both realtime tv and web) to be sold via flexible co-branded resellers network."
FastLanePro Hong Kong,https://e27.co/startup/fastlanepro-hong-kong,http://www.fastlanepro.hk/,Hong Kong,"Finance,Enterprise Solution",June 2012,,"http://www.twitter.com/FastLaneProHK,http://www.facebook.com/FastLaneProHK",,,"FastLane Pro is a Hong Kong based tech savvy accountants specialising in outsourced accounting and corporate services solution to entrepreneurs, start-ups and small businesses.","FastLane Pro is a Hong Kong based tech savvy accountants specialising in outsourced accounting and corporate services solution to entrepreneurs, start-ups and small businesses.They use Xero, cloud based accounting software to support our clients in running their business.With FastLanePro, you meet the best accountants and cloud accounting solution in one place."
Tecniart The Unisex salon,https://e27.co/startup/tecniart-the-unisex-salon,http://www.tecniart.in,India,,,satish laxne,,,,"Best Hair salon in nagpur tecniart is the leading salon in nagpur maharastra, find beauty salon in nagpur. ",
Freshboxx,https://e27.co/startup/freshboxx,http://www.freshboxx.in/,India,"E-commerce,Food & Beverage,Retail",,,http://www.twitter.com/freshboxx_in,,,Freshboxx deliver fresh and organic quality fruits and vegetables at your door steps by reasonable price.,"Freshboxx deliver fresh and organic quality fruits and vegetables at your door steps by reasonable price.They promise to deliver fresh and organic quality Fruits & vegetables at your door steps at reasonable price, you need to just put it in your refrigerator.Their expertise team hunts for best quality harvests.Discounts and subscription schemes like monthly, quarterly, half yearly & yearly are provided on special festive occasions.Various modes of payment including ‘Cash On Delivery’.You can either order on phone or over the Internet.The Fruits and Vegetables are cleaned, sieved using state of art technology and packed in Ziploc pouches."
Daliworks,https://e27.co/startup/daliworks,http://www.daliworks.net,South Korea,,,Soonho Lee,https://www.facebook.com/daliworks,,,"We, Daliworks, are providing IoT cloud platform, ThingPlus, which enables our customers to create their own IoT services easily and quickly.",
VISAYA Knowledge Process Outsourcing,https://e27.co/startup/visaya-knowledge-process-outsourcing,http://www.visayakpo.com,Philippines,,,,,,,"As a Team Lead in VKPO, you will be responsible for managing a group of Team Managers and the daily workflow of a large segment of the bank's internal operations activities. You will review and recomm",
